SourceNode	TargetNode	InteractionType	Weight
ERR1679395_gene_id_255363	SRR10276787_GL0044204	similarity_link	84.02
ERR1679395_gene_id_255363	SRR10276800_GL0027075	similarity_link	98.37
ERR1679395_gene_id_255363	SRR10912835_GL0289481	similarity_link	84.35
ERR1679395_gene_id_255363	SRR5877443_GL0754779	similarity_link	92.9
ERR1679395_gene_id_255363	SRR6393398_GL0085435	similarity_link	82.65
SRR6470358_GL0312939	SRR7179814_GL0341641	similarity_link	82.63
SRR3577349_GL0002999	SRR7991972_GL0011716	similarity_link	98.89
SRR2657909_GL0621220	SRR7066493_GL0479993	similarity_link	83.44
SRR2657909_GL0621220	SRR6207735_GL1448155	similarity_link	83.53
SRR2657909_GL0621220	SRR6207735_GL0290443	similarity_link	84.94
SRR2657219_GL2288086	SRR2657582_GL0225114	similarity_link	86.24
SRR5506659_GL0264930	SRR5820075_GL4123555	similarity_link	85.61
SRR5506659_GL0264930	SRR7479623_GL0026367	similarity_link	89.86
SAMN14511312_gene_id_368949	SRR12660349_GL0749499	similarity_link	96.07
SRR2657594_GL0437901	SRR2657909_GL2168524	similarity_link	90.53
SAMN14511312_gene_id_891217	SRR12660349_GL4101019	similarity_link	84.38
SAMN14511312_gene_id_891217	SRR8436477_GL1663625	similarity_link	84.55
SRR2657566_GL0818915	SRR2657594_GL0025824	similarity_link	82.82
SRR7179815_GL2881216	SRR7615700_GL2592615	similarity_link	86.63
SRR8799002_GL0323615	SRR8799002_GL0539440	similarity_link	87.88
SRR9663116_GL0508921	SRR9663116_GL1342084	similarity_link	63.4
OC_4000m_C2_0cm5_2_FD_gene_id_1297290	SRR12660292_GL3672516	similarity_link	83.49
SRR100298_GL0002529	SRR1249223_GL0029564	similarity_link	86.6
SRR100298_GL0002529	SRR10912829_GL0156554	similarity_link	84.02
SRR100298_GL0002529	SRR10912829_GL0156553	similarity_link	83.96
SRR11241200_GL9092707	SRR7066493_GL0479993	similarity_link	85.71
SRR11241200_GL9092707	SRR2657594_GL0980692	similarity_link	83.47
SRR11241200_GL9092707	SRR2637690_GL3020474	similarity_link	85.56
SRR11241200_GL9092707	SRR2657909_GL0621220	similarity_link	83.01
SRR11241200_GL9092707	SRR6207735_GL1448155	similarity_link	88.24
SRR13165000_GL0690777	SRR2134644_GL0018924	similarity_link	87.93
SAMN10402039_gene_id_531193	SRR1699482_GL0878654	similarity_link	86.67
SAMN10402039_gene_id_531193	SRR12660349_GL5230938	similarity_link	83.19
SRR12660648_GL9147075	SRR7615700_GL2592615	similarity_link	94.18
SRR12660648_GL9147075	SRR7615688_GL2402132	similarity_link	82.03
SRR12660648_GL9147075	SRR7179815_GL2881216	similarity_link	85.64
SRR10072860_GL8542186	SRR1699482_GL0878654	similarity_link	84.73
SRR10072860_GL8542186	SRR6207736_GL5765699	similarity_link	91.06
SRR10912829_GL0156553	SRR1249223_GL0029564	similarity_link	83.96
SRR10912829_GL0156553	SRR10912829_GL0156554	similarity_link	88.83
SRR6393398_GL0085435	SRR8639426_GL0193142	similarity_link	82.65
SRR11241202_GL8635113	SRR12660349_GL5230938	similarity_link	83.23
SAMN14511307_gene_id_252999	SRR12660349_GL5144345	similarity_link	83.14
SAMN14511307_gene_id_252999	SRR1699482_GL0878654	similarity_link	83.85
SAMN14511307_gene_id_252999	SRR12660002_GL0195430	similarity_link	82.02
SRR12660002_GL0195430	SRR12660349_GL5144345	similarity_link	82.51
SRR12660002_GL0195430	SRR1699482_GL0878654	similarity_link	83.69
SRR11922359_GL1654165	SRR12660349_GL5144345	similarity_link	84.52
SRR11922359_GL1654165	SRR1699482_GL0878654	similarity_link	82.54
SRR11922359_GL1654165	SRR12660002_GL1300620	similarity_link	83.66
SRR11922359_GL1654165	SRR12660002_GL0195430	similarity_link	82.76
SRR12660349_GL5230938	SRR1699482_GL0878654	similarity_link	83.43
ERR598942_GL2073855	SRR5213598_GL1852227	similarity_link	21.82
ERR598942_GL2073855	SRR8088272_GL0062831	similarity_link	12.31
ERR598942_GL2073855	SAMN14511311_gene_id_77418	similarity_link	21.1
ERR598942_GL2073855	SRR6826350_GL0083842	similarity_link	19.4
ERR598942_GL2073855	SRR10912790_GL0087456	similarity_link	12.38
ERR598942_GL2073855	SRR4030059_GL0008324	similarity_link	20.83
ERR598942_GL2073855	SRR5712690_GL0003908	similarity_link	26
ERR598942_GL2073855	SRR10072858_GL11739383	similarity_link	38.97
ERR598942_GL2073855	SRR12157857_gene_id_394403	similarity_link	21.31
ERR598942_GL2073855	SRR7609610_GL0132768	similarity_link	19.18
ERR598942_GL2073855	SRR5820075_GL2762959	similarity_link	21.09
ERR598942_GL2073855	SRR5754713_GL0168501	similarity_link	21.14
ERR598942_GL2073855	SRR7054464_GL0031411	similarity_link	20.69
ERR598942_GL2073855	SRR11624237_GL0366798	similarity_link	23.78
ERR598942_GL2073855	SRR10018916_GL2200980	similarity_link	23.64
ERR598942_GL2073855	SRR9663116_GL0508921	similarity_link	25.91
ERR598942_GL2073855	SRR9663116_GL1342084	similarity_link	30.47
ERR598942_GL2073855	SRR7615962_GL4615040	similarity_link	34.04
SRR2657594_GL0679271	SRR2657909_GL2012367	similarity_link	91.84
ERR598947_GL0508792	SRR7054460_GL0171582	similarity_link	89.02
ERR598947_GL0508792	SRR1714177_GL0025747	similarity_link	94.14
ERR598947_GL0508792	GCA_001370815.1_GL0348144	similarity_link	96.03
SRR7615962_GL4615040	SRR8088272_GL0062831	similarity_link	16.28
SRR7615962_GL4615040	SRR9663116_GL0508921	similarity_link	37.22
SRR7615962_GL4615040	SRR9663116_GL1342084	similarity_link	38.16
SRR5468449_GL0530622	SRR7253994_GL0522958	similarity_link	82.98
SRR5468449_GL0530622	SRR8639419_GL0046586	similarity_link	82.27
SRR1714177_GL0025747	SRR7054460_GL0171582	similarity_link	84.5
ERR598965_GL1714774	SRR2046221_gene_id_177618	similarity_link	89.21
ERR598965_GL1714774	SRR5820075_GL4123555	similarity_link	84.17
ERR598965_GL1714774	SRR1249223_GL0075538	similarity_link	89.06
ERR598965_GL1714774	SRR7479623_GL0026367	similarity_link	89.78
ERR598965_GL1714774	SRR5506659_GL0264930	similarity_link	98.56
ERR598965_GL1714774	SAMEA4473313_DM_0004308637	similarity_link	93.53
SAMEA4473313_DM_0004308637	SRR2046221_gene_id_177618	similarity_link	93.17
SAMEA4473313_DM_0004308637	SRR5820075_GL4123555	similarity_link	88.12
SAMEA4473313_DM_0004308637	SAMN03002196_gene_id_169212	similarity_link	83.12
SAMEA4473313_DM_0004308637	SRR1249223_GL0075538	similarity_link	87.01
SAMEA4473313_DM_0004308637	SRR3952301_GL1481237	similarity_link	82.39
SAMEA4473313_DM_0004308637	SRR7479623_GL0026367	similarity_link	90.57
SAMEA4473313_DM_0004308637	SRR5506659_GL0264930	similarity_link	95
SRR2657566_GL2994918	SRR8554433_GL0238971	similarity_link	84.34
GCA_001370815.1_GL0348144	SRR7054460_GL0171582	similarity_link	93.55
GCA_001370815.1_GL0348144	SRR1714177_GL0025747	similarity_link	91.43
SRR2657219_GL1925457	SRR7216773_GL12347960	similarity_link	90.29
SRR7479789_GL0047346	SRR9019729_GL0527329	similarity_link	100
SRR2657566_GL1786273	SRR7066493_GL0479993	similarity_link	82.8
SRR2657566_GL1786273	SRR2657909_GL0621220	similarity_link	87.7
SRR2657566_GL1786273	SRR6207735_GL0290443	similarity_link	91.35
SRR2637690_GL1217358	SRR2657909_GL2604505	similarity_link	93.58
SRR2637690_GL1217358	SRR2657594_GL0851503	similarity_link	92.09
SRR6207735_GL0290443	SRR7066493_GL0479993	similarity_link	82.51
